"data_tier_desc","column_index","column_name","analyte_name","analyte_abbrev","analyte_code","analyte_type","analyte_data_type","analyte_format","uom_abbrev","analyte_desc","calc_size_frac"
"Mineralogy mica adjustment",165,"TD_mica","Tridymite, mica_adjustment","min_TD_mica_adj","TD_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",164,"SM_mica","Smectite, mica_adjustment","min_SM_mica_adj","SM_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",163,"SE_mica","Sepiolite, mica_adjustment","min_SE_mica_adj","SE_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",162,"SC_mica","Scapolite, mica_adjustment","min_SC_mica_adj","SC_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",161,"PF_mica","Palygorskite, mica_adjustment","min_PG_mica_adj","PF_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",160,"PA_mica","Palagonite, mica_adjustment","min_PA_mica_adj","PA_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",159,"MV_mica","Montmorillonite-Vermiculite, mica_adjustment","min_MV_mica_adj","MV_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",158,"MM_mica","Montmorillonite-Mica, mica_adjustment","min_MM_mica_adj","MM_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",157,"MH_mica","Maghemite, mica_adjustment","min_MH_mica_adj","MH_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",156,"MC_mica","Montmorillonite-Chlorite, mica_adjustment","min_MC_mica_adj","MC_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",155,"LI_mica","Leucite, mica_adjustment","min_LI_mica_adj","LI_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",154,"LE_mica","Lepidocrocite, mica_adjustment","min_LE_mica_adj","LE_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",153,"LC_mica","Analcime, mica_adjustment","min_LC_mica_adj","LC_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",152,"IL_mica","Illite (Hydromuscovite), mica_adjustment","min_IL_mica_adj","IL_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",151,"HA_mica","Halite, mica_adjustment","min_HA_mica_adj","HA_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",150,"CE_mica","Cobaltite, mica_adjustment","min_CE_mica_adj","CE_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",149,"AL_mica","Allophane, mica_adjustment","min_AL_mica_adj","AL_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",148,"AL_mica","Aegirine-Augite, mica_adjustment","min_AI_mica_adj","AL_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",147,"ZO_mica","Zoisite, mica_adjustment","min_ZO_mica_adj","ZO_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",146,"ZR_mica","Zircon, mica_adjustment","min_ZR_mica_adj","ZR_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",145,"ZE_mica","Zeolite, mica_adjustment","min_ZE_mica_adj","ZE_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",144,"WE_mica","Weatherable Mineral, mica_adjustment","min_WE_mica_adj","WE_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",143,"AR_mica","Weatherable Aggregates, mica_adjustment","min_AR_mica_adj","AR_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",142,"WV_mica","Wavellite, mica_adjustment","min_WV_mica_adj","WV_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",141,"VI_mica","Vivianite, mica_adjustment","min_VI_mica_adj","VI_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",140,"VM_mica","Vermiculite-Mica, mica_adjustment","min_VM_mica_adj","VM_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",139,"VH_mica","Vermiculite-Hydrobiotite, mica_adjustment","min_VH_mica_adj","VH_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",138,"VC_mica","Vermiculite-Chlorite, mica_adjustment","min_VC_mica_adj","VC_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",137,"VR_mica","Vermiculite, mica_adjustment","min_VR_mica_adj","VR_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",136,"TE_mica","Tremolite, mica_adjustment","min_TE_mica_adj","TE_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",135,"TM_mica","Tourmaline, mica_adjustment","min_TM_mica_adj","TM_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",134,"TP_mica","Topaz, mica_adjustment","min_TP_mica_adj","TP_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",133,"TA_mica","Talc, mica_adjustment","min_TA_mica_adj","TA_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",132,"SU_mica","Sulphur, mica_adjustment","min_SU_mica_adj","SU_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",131,"ST_mica","Stilbite, mica_adjustment","min_ST_mica_adj","ST_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",130,"SO_mica","Staurolite, mica_adjustment","min_SO_mica_adj","SO_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",129,"SS_mica","Sponge Spicule, mica_adjustment","min_SS_mica_adj","SS_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",128,"SN_mica","Spinel, mica_adjustment","min_SN_mica_adj","SN_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",127,"SP_mica","Sphene, mica_adjustment","min_SP_mica_adj","SP_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",126,"SG_mica","Sphalerite, mica_adjustment","min_SG_mica_adj","SG_mica","derived_analyte","I","3","%","to be added",
"Taxonomy Tier 2",8,"al_fe_ox","Aluminum plus half Iron Oxalate, GP Prep","al_fe_ox0","Alfeox_d-0_GP","derived_analyte","F","5.2","% wt","The extractable aluminum is added to half of the amount of extractable iron in an ammonium oxalate solution.","<2 mm"
"Andic Soil Properties Tier 2",10,"al_fe_ox","Aluminum plus half Iron Oxalate, GP Prep","al_fe_ox0","Alfeox_d-0_GP","derived_analyte","F","5.2","% wt","The extractable aluminum is added to half of the amount of extractable iron in an ammonium oxalate solution.",
"Carbon and Extractions",12,"al_fe_ox","Aluminum plus half Iron Oxalate, N Prep","al_fe_ox0","Alfeox_d-0_N","derived_analyte","F","5.2","% wt","The extractable aluminum is added to half of the amount of extractable iron in an ammonium oxalate solution.",
"Taxonomy Tier 2",8,"al_fe_ox","Aluminum plus half Iron Oxalate, N Prep","al_fe_ox0","Alfeox_d-0_N","derived_analyte","F","5.2","% wt","The extractable aluminum is added to half of the amount of extractable iron in an ammonium oxalate solution.","<2 mm"
"Andic Soil Properties Tier 2",10,"al_fe_ox","Aluminum plus half Iron Oxalate, N Prep","al_fe_ox0","Alfeox_d-0_N","derived_analyte","F","5.2","% wt","The extractable aluminum is added to half of the amount of extractable iron in an ammonium oxalate solution.",
"Carbon and Extractions",12,"al_fe_ox","Aluminum plus half Iron Oxalate, HM Prep","al_fe_ox0","Alfeox_d-0_HM","derived_analyte","F","5.2","% wt","The extractable aluminum is added to half of the amount of extractable iron in an ammonium oxalate solution.",
"Taxonomy Tier 2",8,"al_fe_ox","Aluminum plus half Iron Oxalate, HM Prep","al_fe_ox0","Alfeox_d-0_HM","derived_analyte","F","5.2","% wt","The extractable aluminum is added to half of the amount of extractable iron in an ammonium oxalate solution.","<2 mm"
"Andic Soil Properties Tier 2",10,"al_fe_ox","Aluminum plus half Iron Oxalate, HM Prep","al_fe_ox0","Alfeox_d-0_HM","derived_analyte","F","5.2","% wt","The extractable aluminum is added to half of the amount of extractable iron in an ammonium oxalate solution.",
"Carbon and Extractions",12,"al_fe_ox","Aluminum plus half Iron Oxalate, M Prep","al_fe_ox0","Alfeox_d-0_M","derived_analyte","F","5.2","% wt","The extractable aluminum is added to half of the amount of extractable iron in an ammonium oxalate solution.",
"Taxonomy Tier 2",8,"al_fe_ox","Aluminum plus half Iron Oxalate, M Prep","al_fe_ox0","Alfeox_d-0_M","derived_analyte","F","5.2","% wt","The extractable aluminum is added to half of the amount of extractable iron in an ammonium oxalate solution.","<2 mm"
"Andic Soil Properties Tier 2",10,"al_fe_ox","Aluminum plus half Iron Oxalate, M Prep","al_fe_ox0","Alfeox_d-0_M","derived_analyte","F","5.2","% wt","The extractable aluminum is added to half of the amount of extractable iron in an ammonium oxalate solution.",
"Carbon and Extractions",12,"al_fe_ox","Aluminum plus half Iron Oxalate, S Prep","al_fe_ox0","Alfeox_d-0_S","derived_analyte","F","5.2","% wt","The extractable aluminum is added to half of the amount of extractable iron in an ammonium oxalate solution.",
"Taxonomy Tier 2",8,"al_fe_ox","Aluminum plus half Iron Oxalate, S Prep","al_fe_ox0","Alfeox_d-0_S","derived_analyte","F","5.2","% wt","The extractable aluminum is added to half of the amount of extractable iron in an ammonium oxalate solution.","<2 mm"
"Andic Soil Properties Tier 2",10,"al_fe_ox","Aluminum plus half Iron Oxalate, S Prep","al_fe_ox0","Alfeox_d-0_S","derived_analyte","F","5.2","% wt","The extractable aluminum is added to half of the amount of extractable iron in an ammonium oxalate solution.",
"Supplementary Tier 4",18,"tex_psda","Texture, USDA, S_SK prep","tex_psda","Textur_d-5_SK","derived_analyte","C","4","(NA)","The laboratory determined texture of the <2 mm fraction is calculated from particle size separate data.","<2 mm"
"Mineralogy mica adjustment",125,"SL_mica","Sillimanite, mica_adjustment","min_SL_mica_adj","SL_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",124,"SA_mica","Siliceous Aggregates, mica_adjustment","min_SA_mica_adj","SA_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",123,"SI_mica","Siderite, mica_adjustment","min_SI_mica_adj","SI_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",122,"SR_mica","Sericite, mica_adjustment","min_SR_mica_adj","SR_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",121,"FS_mica","Sanidine, mica_adjustment","min_FS_mica_adj","FS_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",120,"RU_mica","Rutile, mica_adjustment","min_RU_mica_adj","RU_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",119,"RB_mica","Riebeckite (Blue Amphibole), mica_adjustment","min_RB_mica_adj","RB_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",118,"RO_mica","Rhodocrosite, mica_adjustment","min_RO_mica_adj","RO_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",117,"RE_mica","Resistant Minerals, mica_adjustment","min_RE_mica_adj","RE_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",116,"MD_mica","Resistant Mineraloids, mica_adjustment","min_MD_mica_adj","MD_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",115,"RA_mica","Resistant Aggregates, mica_adjustment","min_RA_mica_adj","RA_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",114,"QZ_mica","Quartz, mica_adjustment","min_QZ_mica_adj","QZ_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",113,"PR_mica","Pyroxene, mica_adjustment","min_PR_mica_adj","PR_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",112,"PY_mica","Pyrophyllite, mica_adjustment","min_PY_mica_adj","PY_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",111,"PU_mica","Pyrolusite, mica_adjustment","min_PU_mica_adj","PU_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",110,"PI_mica","Pyrite, mica_adjustment","min_PI_mica_adj","PI_mica","derived_analyte","I","3","%","to be added",
"Andic Soil Properties Tier 2",5,"ph_naf","pH, 1:50 Soil-NaFl Suspension","ph_naf","pH_naf","aggregate analyte","F","3.1","(NA)","The pH, 1:50 soil-NaF suspension is the pH of a sample measured in 1.0N NaF at a 1:50 soil:solution ratio. If PH_NAF is > 9.4, andic materials are indicated.",
"pH and Carbonates",4,"pH_kcl","pH, 1:1 Soil-KCl Suspension","ph_kcl","pH_kcl","aggregate analyte","F","3.1","(NA)","The pH, 1:1 soil-KCl suspension is the pH of a sample measured in 1.0N KCl at a 1:1 soil:solution ratio. If the pH in KCl < pH in water, Al+++ is indicated.",
"Geochemistry Tier 1",15,"ph_kcl","pH, 1:1 Soil-KCl Suspension","ph_kcl","pH_kcl","aggregate analyte","F","3.1","(NA)","The pH, 1:1 soil-KCl suspension is the pH of a sample measured in 1.0N KCl at a 1:1 soil:solution ratio. If the pH in KCl < pH in water, Al+++ is indicated.",
"Organic",10,"fib_urb","Fiber, Unrubbed","fib_urb","Fiburb","aggregate analyte","F","3","% vol","Unrubbed fiber is an approximate measure of the fibric and hemic portions of the organic matter in a sample. It is reported as a volume percent of the sample.",
"Organic",11,"fib_rb","Fiber, Rubbed","fib_rb","Fibrub","aggregate analyte","F","3","% vol","Rubbed fiber is an approximate measure of the fibric portion of the organic matter in a sample. It is reported as a volume percent of the sample.",
"Organic",12,"pyr_col","Color, Pyrophosphate Extract","pyr_col","ColrPy","aggregate analyte","C","10","(NA)","The Munsell color of the pyrophosphate extract of organic material provides information on the nature of the material. Light colors are associated with fibric materials, and darker colors with sapric materials.",
"Mineralogy glass and petro",163,"ZO_pc","Zoisite, petro_count","min_ZO_petro_count","ZO_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",162,"ZR_pc","Zircon, petro_count","min_ZR_petro_count","ZR_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",161,"ZE_pc","Zeolite, petro_count","min_ZE_petro_count","ZE_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",160,"WE_pc","Weatherable Mineral, petro_count","min_WE_petro_count","WE_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",159,"AR_pc","Weatherable Aggregates, petro_count","min_AR_petro_count","AR_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",158,"WV_pc","Wavellite, petro_count","min_WV_petro_count","WV_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",157,"VI_pc","Vivianite, petro_count","min_VI_petro_count","VI_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",156,"VM_pc","Vermiculite-Mica, petro_count","min_VM_petro_count","VM_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",155,"VH_pc","Vermiculite-Hydrobiotite, petro_count","min_VH_petro_count","VH_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",154,"VC_pc","Vermiculite-Chlorite, petro_count","min_VC_petro_count","VC_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",153,"VR_pc","Vermiculite, petro_count","min_VR_petro_count","VR_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",152,"TE_pc","Tremolite, petro_count","min_TE_petro_count","TE_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",151,"TM_pc","Tourmaline, petro_count","min_TM_petro_count","TM_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",150,"TP_pc","Topaz, petro_count","min_TP_petro_count","TP_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",149,"TA_pc","Talc, petro_count","min_TA_petro_count","TA_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",148,"SU_pc","Sulphur, petro_count","min_SU_petro_count","SU_pc","aggregate analyte","I","3","count","to be added",
"Mineralogy glass and petro",147,"ST_pc","Stilbite, petro_count","min_ST_petro_count","ST_pc","aggregate analyte","I","3","count","to be added",
